author,authordescription,authorfavouritecount,authorfollowercount,authorfriendcount,authorid,authorimageurl,authorlang,authorlocation,authorname,authortimezone,authorurl,body,deviceinfo,docid,doclatitude,doclongitude,isretweet,referenceauthor,referenceauthorid,publisheddatetime,publisheddatetimestr,tags,listoflinks,mentionedusernames,mentionedusers,retweetcount
SahaAggarwal,,3954,18,40,3585402866,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Saha Aggarwal,,,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0391107E18,,,1,,,1852197462,"10 September, 2018 11:17:42 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
NandurkarSuraj,A Diet and Nutrition Lover..??  Pediatric physician.. Hacker and Programmer..A Boxer..Tattoo artist..A City Fan..Explorer and A entrepreneur.. Elon Musk Lover,12823,262,970,2487811218,http://pbs.twimg.com/profile_images/1036843792031272960/89DUVUjK_normal.jpg,en,New Mumbai,Suraj Nandurkar.....,,,"There is @TheDeverakonda  in South 
And @RajkummarRao In North.....

Would Love To See More And More Root But Extre… https://t.co/AVGe5hkujC","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0391093E18,,,0,,,1852197131,"10 September, 2018 11:12:11 AM GMT",,https://twitter.com/i/web/status/1039109273031266304,Vijay Deverakonda;Rajkummar Rao,TheDeverakonda;RajkummarRao,1
Anaghaa_,Shanatic?| Parthian?? •Fan account•,15343,346,50,845089033,http://pbs.twimg.com/profile_images/1026460262780596224/wG0neyw2_normal.jpg,en,PaSha's World,Anagha Sharma?,,,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0391057E18,,,1,,,1852196283,"10 September, 2018 10:58:03 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
induchak,"My Salute to Actor SHAHID KAPOOR ~The ever determined, ever persevering, ever resilient guy, who made the tables turn around for Himself~My Inspiration !!",10513,1383,14,265924799,http://pbs.twimg.com/profile_images/1039027332143439872/C40OgpNG_normal.jpg,en,Kolkata,?Dr.Indira?,,,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0391055E18,,,1,,,1852196222,"10 September, 2018 10:57:02 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
GarafaNovac,"@shahidkapoor #Shahid #Misha #Mira my family ?
#Shanatics my friends ?",7941,96,171,9.8193556E17,http://pbs.twimg.com/profile_images/1038656414531682305/PvnAItDg_normal.jpg,it,Italia,Garafa ?BGMC21?,,,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0391041E18,,,1,,,1852195890,"10 September, 2018 10:51:30 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
vjgoswami789,,5944,41,4,2937069189,http://pbs.twimg.com/profile_images/973171448754745345/p6X-CJaW_normal.jpg,en,,Vijay Goswami,,,RT @SagarJadav: I watched #ArjunReddy last night and I’m completely blown away. Not a single dull moment in the film. @TheDeverakonda is a…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",1.0390982E18,,,1,,,1852194480,"10 September, 2018 10:28:00 AM GMT",ArjunReddy,,ShahidK's Crazy Boy©;Vijay Deverakonda,SagarJadav;TheDeverakonda,26
Ashraf703627729,Die hard fan of MAHESH?,4811,87,296,8.5177519E17,http://pbs.twimg.com/profile_images/1037543063604944898/ZMyN248Y_normal.jpg,en,"Dharmapuri, India",Ashraf_Ashu_DHFM?,,,RT @urstrulyMahesh: Bold.. raw.. intense.. original and brilliant.. #ArjunReddy is a path breaking film..,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.039089E18,,,1,,,1852192292,"10 September, 2018 9:51:32 AM GMT",ArjunReddy,,Mahesh Babu,urstrulyMahesh,5002
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390888E18,,,1,,,1852192244,"10 September, 2018 9:50:44 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
Abhishrivastav9,"? I Think, Therefore I am ? Fan Account ?",37790,2264,894,1142213754,http://pbs.twimg.com/profile_images/1039435999569301505/RnktZMRz_normal.jpg,en,Jamshedpur,ABHI,,https://t.co/u5dc220ZzY,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390853E18,,,1,,,1852191406,"10 September, 2018 9:36:46 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
ShanaticRazzak,SHAHIDKAPOOR ROLES,22550,867,718,428768405,http://pbs.twimg.com/profile_images/1035070239661338624/7U3yx7z9_normal.jpg,en,India,RazzakShahid,,https://t.co/nCxJKcOTCW,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390839E18,,,1,,,1852191089,"10 September, 2018 9:31:29 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
pihu097,"Believer? Fav actor =Shahid kapoor  #SHANATIC FOR LIFE ? 20yrsold? Fan Account ?
#BattiGulMeterChalu21stSeptember",11448,176,327,2837544846,http://pbs.twimg.com/profile_images/1038680285326401536/h1On7qYB_normal.jpg,en,"Greater Noida, India",Pihu?,,,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390839E18,,,1,,,1852191080,"10 September, 2018 9:31:20 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
rashi_giria,"• Fan account • // 16th April, 2016. ? // Admin- @MishaZainKapoor",23499,2472,26,2587824564,http://pbs.twimg.com/profile_images/984090418055995392/j3lLdV8-_normal.jpg,en,India,?? Shahid Kapoor’s BAE ??,,https://t.co/7rzr1LQjMe,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0390835E18,,,1,,,1852190996,"10 September, 2018 9:29:56 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
AbhiramMatta,,4223,12,3,1.0299369E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Abhiram Reddy Matta,,,RT @abrahamaruncse: @TheDeverakonda hey man ? You made us watch #ArjunReddy ? cuz of which we watched #GeethaGovindam ?? Nd cuz of this we…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.03908E18,,,1,,,1852190140,"10 September, 2018 9:15:40 AM GMT",ArjunReddy;GeethaGovindam,,Abraham;Vijay Deverakonda,abrahamaruncse;TheDeverakonda,1
ShahidKaaFan,"Die hard fan of @shahidkapoor(love&life)?|Pride: AamirKhan, AR Rahman|Filmy|90's Kid|SM Influencer|Automobile Freak| Indian :)",15025,4029,371,2451049814,http://pbs.twimg.com/profile_images/1028282890675732480/wYUXOV17_normal.jpg,en,"Chandigarh, India",vimal singh bisht?,,https://t.co/I9cKWek5u4,RT @SagarJadav: @imvangasandeep Thank you sir for this masterpiece and I hope the remake with @shahidkapoor will turn out to be as awesome…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390771E18,,,1,,,1852189471,"10 September, 2018 9:04:31 AM GMT",,,ShahidK's Crazy Boy©;Sandeep Reddy Vanga;Shahid Kapoor,SagarJadav;imvangasandeep;shahidkapoor,6
im_Bobby_11,"Cricket Fan... 
movies lover...
south india...",7086,29,463,8.6616374E17,http://pbs.twimg.com/profile_images/1034438079212220419/ev7HZ2h0_normal.jpg,en,"Vijayawada, India",SomanaTh PsPk,,,"Who is Your choice For next Generation ?

#VijayDeverakonda #ArjunReddy
#NOTA 
#VarunTej #TholiPrema 
#rx100 #kartikeya 
#Akhil3 #Akhil","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390765E18,,,0,,,1852189309,"10 September, 2018 9:01:49 AM GMT",VijayDeverakonda;ArjunReddy;NOTA;VarunTej;TholiPrema;rx100;kartikeya;Akhil3;Akhil,,,,1
PerfectlyAdnan,? possessing ? lifetime obsession of Sh?hid K?poor •    • fan account •,119895,4734,252,1487476506,http://pbs.twimg.com/profile_images/1039188697688748037/uElNGltF_normal.jpg,en,"Karachi, Pakistan",Adnan Ahmed Hashmi ?,,https://t.co/Hn1eRlbM40,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390758E18,,,1,,,1852189159,"10 September, 2018 8:59:19 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
ZAYNxROWDY,Zayn & vijay devarakonda :),241150,1025,152,2589579932,http://pbs.twimg.com/profile_images/1036458622652280832/Hlc-tgom_normal.jpg,en,,ZvD,,,"RT @TheDeverakonda: 1 year! 

Until next time me and @imvangasandeep meet, you'll have to make do with this. #ArjunReddy

P.S. This was the…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0390725E18,,,1,,,1852188369,"10 September, 2018 8:46:09 AM GMT",ArjunReddy,,Vijay Deverakonda;Sandeep Reddy Vanga,TheDeverakonda;imvangasandeep,3204
shanatic_loki,"Die hard fan of @shahidkapoor #shanatic_lokesh Fan account? #sashaaaluv???? #Pureshanatic ?#shahidkapoor wo sirf star nahi hai, duniya hai meri…",11284,231,198,1903108260,http://pbs.twimg.com/profile_images/1039026360549666816/4nButn5k_normal.jpg,en,"Coimbatore, India",shanatic || lokesh ?,,,"RT @EntDC: .@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor #BattiGulMeterC…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.039072E18,,,1,,,1852188240,"10 September, 2018 8:44:00 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,,Deccan Chronicle - Entertainment;Shahid Kapoor,EntDC;shahidkapoor,15
hardityatrends,This account is just for @shahidkapoor. Main account: https://t.co/bxtHKQOpHV,7219,166,358,8.0600612E17,http://pbs.twimg.com/profile_images/937807632672239617/9ytSK0Xp_normal.jpg,en,Exosphere,Harditya?BGMC,,,RT @SagarJadav: I watched #ArjunReddy last night and I’m completely blown away. Not a single dull moment in the film. @TheDeverakonda is a…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0390691E18,,,1,,,1852187543,"10 September, 2018 8:32:23 AM GMT",ArjunReddy,,ShahidK's Crazy Boy©;Vijay Deverakonda,SagarJadav;TheDeverakonda,26
ShanaticRazzak,SHAHIDKAPOOR ROLES,22550,867,718,428768405,http://pbs.twimg.com/profile_images/1035070239661338624/7U3yx7z9_normal.jpg,en,India,RazzakShahid,,https://t.co/nCxJKcOTCW,"RT @Nani4u143: @shahidkapoor Resumes Work Soon After #Zain’s Birth

#BattiGulMeterChalu #ArjunReddy https://t.co/AgIDcQVCFU","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390604E18,,,1,,,1852185490,"10 September, 2018 7:58:10 AM GMT",Zain;BattiGulMeterChalu;ArjunReddy,,Movies&Politics ? ? N@Ni R€DDY?;Shahid Kapoor,Nani4u143;shahidkapoor,16
sainathsreeman1,"Business Development Officer, IDBI Bank",9,0,28,1.039057E18,http://pbs.twimg.com/profile_images/1039057863988064256/tWTPONxX_normal.jpg,en,"Dharmavaram, India",sainath sreemanthula,,,"RT @VjayDevarakonda: My all time fav scene.. 
Retweet --> if this is your fav also
#Arjunreddy #VijayDevarakonda #Vijay #NOTA https://t.co/…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0390603E18,,,1,,,1852185455,"10 September, 2018 7:57:35 AM GMT",Arjunreddy;VijayDevarakonda;Vijay;NOTA,,Vijay Deverakonda,VjayDevarakonda,45
ImNaniedits,"pspk Devotee ????
Nani Anna Die Hard Fan???
   ???",8295,91,325,9.9018995E17,http://pbs.twimg.com/profile_images/1038337023575085056/0jkFadLZ_normal.jpg,en,India,PawanKalyan Devotee??,,,RT @YuppFlix: Watch Now on #YuppFlix: IMDB Super Hit Best Indian Movie (Telugu) of 2017 #ArjunReddy starring @TheDeverakonda & @shalinipand…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390602E18,,,1,,,1852185432,"10 September, 2018 7:57:12 AM GMT",YuppFlix;ArjunReddy,,YuppFlix;Vijay Deverakonda,YuppFlix;TheDeverakonda,2
kingchiru15,Product Owner for @yuppflix & #YuppTVMiniTheatre at @yupptv | Schooled at #NITWarangal | Startup Savvy | Social Networking | Amateur Photographer |Cricket Freak,75221,1243,4037,213005147,http://pbs.twimg.com/profile_images/727217742521098240/42VIJqzy_normal.jpg,en,"Psa,Vizag,Wgl,B'lore & Hyd !",Chiranjiv Santhosh M,,https://t.co/3pM5c8dZWr,RT @YuppFlix: Watch Now on #YuppFlix: IMDB Super Hit Best Indian Movie (Telugu) of 2017 #ArjunReddy starring @TheDeverakonda & @shalinipand…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0390433E18,,,1,,,1852181391,"10 September, 2018 6:49:51 AM GMT",YuppFlix;ArjunReddy,,YuppFlix;Vijay Deverakonda,YuppFlix;TheDeverakonda,2
YuppFlix,YuppFlix is most-watched Movie On-Demand streaming service globally. Start your free trial at https://t.co/KPJ5Z2KOpF and write us at support@yuppflix.com,2314,19892,176,4852651788,http://pbs.twimg.com/profile_images/761075054092222464/l0O6H2o6_normal.jpg,en,United States,YuppFlix,,https://t.co/KPJ5Z2KOpF,Watch Now on #YuppFlix: IMDB Super Hit Best Indian Movie (Telugu) of 2017 #ArjunReddy starring @TheDeverakonda &… https://t.co/WohQQKJQ74,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0390432E18,,,0,,,1852181367,"10 September, 2018 6:49:27 AM GMT",YuppFlix;ArjunReddy,https://twitter.com/i/web/status/1039043157483184129,Vijay Deverakonda,TheDeverakonda,2
C_Sekhar_Kolla,life is a game. Play well not to be eaten by the opponent.,27,39,151,1521275298,http://pbs.twimg.com/profile_images/758053204550569984/Vr5qZtjt_normal.jpg,en,"Boston, MA",Ch?ndr? Sekh?r Koll?,,https://t.co/NbVesa2NNV,I can proudly say our telugu film industry has not only #bahubali #arjunreddy #mahanati #rangastalam but also… https://t.co/niXLYCoZWb,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.039041E18,,,0,,,1852180855,"10 September, 2018 6:40:55 AM GMT",bahubali;arjunreddy;mahanati;rangastalam,https://twitter.com/i/web/status/1039041008066080768,,,0
theANJANEYULU,Proud to be #Vijay #Anna #Fan living the dream! Eyes only for the meet my #ROWDY @TheDeverakonda #LoveU #Rowdy #vijaydeverakonda #DieHardFan #NOTA #TaxiWala,9377,125,1610,9.1973942E17,http://pbs.twimg.com/profile_images/1037535025279844352/RViP1Ezo_normal.jpg,en,"Hyderabad, India",Vijay Deverakonda FansCluB,,,RT @SagarJadav: I watched #ArjunReddy last night and I’m completely blown away. Not a single dull moment in the film. @TheDeverakonda is a…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390377E18,,,1,,,1852180064,"10 September, 2018 6:27:44 AM GMT",ArjunReddy,,ShahidK's Crazy Boy©;Vijay Deverakonda,SagarJadav;TheDeverakonda,26
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,RT @SagarJadav: I watched #ArjunReddy last night and I’m completely blown away. Not a single dull moment in the film. @TheDeverakonda is a…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390361E18,,,1,,,1852179675,"10 September, 2018 6:21:15 AM GMT",ArjunReddy,,ShahidK's Crazy Boy©;Vijay Deverakonda,SagarJadav;TheDeverakonda,26
Khadija_ag,"#Catmom ?| @shahidkapoor's #Shanatic |?Adore @S1dharthM | #Aromatherapy ? #Kumon | @Shahid_Online Admin @ShanaticArt | #Foodie ? #Baking ? #animals
#TVshows",4346,2748,1123,128979184,http://pbs.twimg.com/profile_images/866383775491661824/CjZgsSS0_normal.jpg,en,South Africa,Khadija ?/ #SaveShadowhunters,,,RT @SagarJadav: I watched #ArjunReddy last night and I’m completely blown away. Not a single dull moment in the film. @TheDeverakonda is a…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390357E18,,,1,,,1852179584,"10 September, 2018 6:19:44 AM GMT",ArjunReddy,,ShahidK's Crazy Boy©;Vijay Deverakonda,SagarJadav;TheDeverakonda,26
kavya_ginka,My dream man - Vijay Deverakonda?,2169,88,88,7.2632748E17,http://pbs.twimg.com/profile_images/898051365183799297/6saqtTzE_normal.jpg,en,"Hyderabad, India",Kavya,,,RT @SagarJadav: @imvangasandeep Thank you sir for this masterpiece and I hope the remake with @shahidkapoor will turn out to be as awesome…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390344E18,,,1,,,1852179291,"10 September, 2018 6:14:51 AM GMT",,,ShahidK's Crazy Boy©;Sandeep Reddy Vanga;Shahid Kapoor,SagarJadav;imvangasandeep;shahidkapoor,6
JettarameshJ,"???????.. #???????..!
# @trsharish ? @TheDeverakonda?",11053,118,1286,1620000331,http://pbs.twimg.com/profile_images/1004400832786391041/CuAGbEJa_normal.jpg,en,"Hyderabad, India",RAMESH JETTA,,,RT @SagarJadav: I watched #ArjunReddy last night and I’m completely blown away. Not a single dull moment in the film. @TheDeverakonda is a…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390301E18,,,1,,,1852178247,"10 September, 2018 5:57:27 AM GMT",ArjunReddy,,ShahidK's Crazy Boy©;Vijay Deverakonda,SagarJadav;TheDeverakonda,26
GarafaNovac,"@shahidkapoor #Shahid #Misha #Mira my family ?
#Shanatics my friends ?",7941,96,171,9.8193556E17,http://pbs.twimg.com/profile_images/1038656414531682305/PvnAItDg_normal.jpg,it,Italia,Garafa ?BGMC21?,,,RT @SagarJadav: I watched #ArjunReddy last night and I’m completely blown away. Not a single dull moment in the film. @TheDeverakonda is a…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0390289E18,,,1,,,1852177964,"10 September, 2018 5:52:44 AM GMT",ArjunReddy,,ShahidK's Crazy Boy©;Vijay Deverakonda,SagarJadav;TheDeverakonda,26
EntDC,"The @DeccanChronicle's Entertainment section is your source for top celebrity gossip, celeb news, and entertainment news.",11,23065,380,2705856168,http://pbs.twimg.com/profile_images/593307326188097536/mX1Ri224_normal.jpg,en,"Mumbai, India",Deccan Chronicle - Entertainment,,https://t.co/776QpcUa8l,".@shahidkapoor's dedication towards work is so praiseworthy!

#ZainKapoor #MiraKapoor #mishakapoor #ShahidKapoor… https://t.co/vGAH3UCInp","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0390286E18,,,0,,,1852177890,"10 September, 2018 5:51:30 AM GMT",ZainKapoor;MiraKapoor;mishakapoor;ShahidKapoor,https://twitter.com/i/web/status/1039028571329703938,Shahid Kapoor,shahidkapoor,15
